srcStateName,Class Studying,Schools surveyed,srcDistrictName,Students surveyed,srcYear,Average performance of students on learning outcome E302 EVS,Average performance of students on learning outcome E303 EVS,Average performance of students on learning outcome E304 EVS,Average performance of students on learning outcome E305 EVS,Average performance of students on learning outcome E307 EVS,Average performance of students on learning outcome E309 EVS,Average performance of students on learning outcome E310 EVS,Average performance of students on learning outcome E311 EVS,Average performance of students on learning outcome E313 EVS,Average performance of students on learning outcome E314 EVS,Average performance of students on learning outcome L304 Language,Average performance of students on learning outcome L312 Language,Average performance of students on learning outcome M301 Mathematics,Average performance of students on learning outcome M302 Mathematics,Average performance of students on learning outcome M303 Mathematics,Average performance of students on learning outcome M304 Mathematics,Average performance of students on learning outcome M305 Mathematics,Average performance of students on learning outcome M306 Mathematics,Average performance of students on learning outcome M309 Mathematics,Average performance of students on learning outcome M311 Mathematics,Average performance of students on learning outcome M312 Mathematics,Average performance of students on learning outcome M317 Mathematics,Average performance of students on learning outcome M318 Mathematics,Average performance of students on learning outcome M319 Mathematics,YearCode,Year
Madhya Pradesh,3,35,Chhatarpur,695,2021,74,58.97,77.68,64.37,78.44,79.49,81.09,72.05,55.04,80.36,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,61,Chhindwara,989,2021,66.04,47.95,67.2,56.23,67.33,73.29,73.87,61.76,47.1,68.25,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Damoh,784,2021,78.21,70.82,82.95,78.45,83.14,88.77,89.87,80.04,67.1,86.9,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,35,Datia,531,2021,66.22,54.91,71.66,56.32,71.85,69.34,75.56,59.07,49.16,69.04,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,39,Dewas,726,2021,58.61,48,64.91,43.52,61.74,64.08,66,50.79,40.2,62.21,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,47,Dhar,727,2021,65.26,56.82,71.05,56.91,69.64,70.06,71.94,59.55,43.59,69.97,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,57,Dindori,801,2021,59.66,52.47,63.81,52.89,67.06,63.15,71.16,54.99,37.84,63.97,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Guna,634,2021,73.56,64.93,82.1,63.68,75.77,83.92,80.26,66.44,49.14,77.37,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,56,Gwalior,973,2021,65.73,48.09,65.15,48.51,61.28,69.31,71,56.62,47.64,65.48,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,37,Harda,686,2021,51.5,44.15,53.33,44.47,54.91,57.86,58.65,49.39,35.65,53.92,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,51,Hoshangabad,854,2021,58.17,47.91,61.38,53.64,64.53,66.5,67.78,52.99,42.62,58.18,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,45,Indore,916,2021,59.37,50.4,68.64,50.56,62.82,73.11,69.68,54.99,44.11,62.02,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,57,Jabalpur,1160,2021,64.72,53.36,67.45,56.55,69.62,72.35,70.48,57.37,43.77,66.38,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,44,Jhabua,761,2021,53.96,43.34,52.44,48.97,52.78,51.51,56.46,46.98,36.1,54,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,45,Katni,785,2021,68.52,52.97,67.05,55.57,71.4,74.11,71.58,59.03,46.93,68.93,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Khandwa,780,2021,64.75,56.51,71.76,54.14,68.5,69.65,71.76,57.82,51.2,70.48,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Khargone,645,2021,60.88,51.92,66.56,52.69,64.87,63.21,69.02,52.07,43.11,66.03,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,52,Mandla,743,2021,60.55,48.81,63.74,52.85,67.14,71.67,70.26,55.78,40.76,63.88,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,43,Mandsaur,623,2021,56.3,52.32,63.09,41.91,64.54,62.79,60.94,52.86,41.91,60.96,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,57,Morena,885,2021,67.66,61.74,69.94,49.99,73.89,73.91,76.26,62.68,49.27,76.4,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Narsimhapur,719,2021,68.62,56.54,71.76,61.89,73.58,77.27,77.91,68.24,51.68,72.38,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,50,Neemuch,755,2021,56.94,42.61,58.87,47.25,60.41,59.83,62.84,49.75,40.12,54.95,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,32,Niwari,517,2021,74.57,59.87,75.61,58.22,77.03,77.11,75.96,67,47.34,78.14,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,42,Panna,670,2021,77.02,68.9,79.89,68.08,85.67,81.99,87.19,76.08,57.74,85.01,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Raisen,650,2021,72.78,58.65,73.71,61.22,76.26,74.9,76.46,61.93,55.86,73.45,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,42,Rajgarh,716,2021,63.65,53.71,70.84,51.07,71.5,69.17,69.41,60.78,46.65,67.14,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,44,Ratlam,757,2021,56.54,44.34,60.06,47.79,61.86,60.85,62.19,50.76,37.94,57.31,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Rewa,751,2021,51.97,47.03,59.58,47.64,61.64,61.41,61.31,50.92,39.91,58.79,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Sagar,998,2021,72.87,64.31,78.05,66.21,79.01,79.45,81.02,68.55,52.63,75.27,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,51,Satna,675,2021,62.88,50.8,67.44,56.9,73.6,69.12,73.45,57.38,45.75,68.65,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Sehore,658,2021,67.46,55.02,75.03,58.5,75.79,76.53,77.3,64.74,47.59,71.18,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,49,Seoni,714,2021,54.98,37.56,53.38,44,56.12,62.69,60.17,50.11,38.94,56.24,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,48,Shahdol,724,2021,73.14,63.92,74.81,63.11,78.74,74.06,77.75,67.98,52.03,76.12,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,39,Shajapur,624,2021,60.35,49.25,62.9,46.75,59.98,64.76,65.34,56.08,39.87,63.89,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Sheopur,596,2021,72.34,64.2,76.16,58.31,75.85,71.14,80.61,70.15,51.23,74.69,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,52,Shivpuri,733,2021,65.42,49.65,73.95,52.53,66.29,67.55,76.05,58.72,45.34,68.01,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,43,Sidhi,833,2021,71.23,65.96,76.19,70.21,79.59,77.2,78.94,67.58,52.1,79.34,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,35,Singrauli,652,2021,60.1,45.73,59.22,54.53,62.78,63.79,66.26,52.86,44.75,62.14,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,34,Tikamgarh,598,2021,64.61,65.48,70.7,61.39,73.1,80.58,76.28,61.07,47.07,75.65,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,48,Ujjain,868,2021,61.07,48.49,67.9,51.62,68.71,74.37,69.39,57.12,47.26,66.58,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Umaria,665,2021,52.1,40.27,55.28,46.83,55.67,56.68,60.68,49.81,37.93,52.67,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,39,Vidisha,730,2021,68.12,54.69,75.01,58.15,71.72,69.82,73.28,59.81,48.29,66.38,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,49,Ahmadnagar,1107,2021,73.12,57.81,73.33,48.77,68.65,71.19,75.65,67.24,52.79,74.81,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,43,Akola,949,2021,64.34,53.84,67.23,49.38,66.08,68.27,73.28,59.69,47.4,65.01,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,43,Amravati,880,2021,62.23,52.72,60.19,42.92,67.05,66.91,68.02,58.59,43.13,64.78,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,42,Aurangabad (Maharashtra),1020,2021,67.46,52.97,69.56,44,69.85,70.04,71.44,61.06,46.8,71.57,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,47,Bhandara,980,2021,65.06,56.24,71.21,40.27,73.17,72.08,74.39,58.94,45.03,68.77,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,47,Bid,983,2021,66.16,53.04,70.43,45.24,65.76,69.56,72.07,63.39,46.02,69.7,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,39,Buldana,966,2021,67.8,57.86,70.64,48.88,69.78,72,72.13,60.27,46.21,67.78,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,51,Chandrapur,1041,2021,58.85,47.9,63.65,41.68,65,66.47,67.69,56.34,44.03,64.96,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,40,Dhule,987,2021,65.59,52.48,68.94,50.58,66.85,70.85,69.8,59.48,47.5,70.18,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,47,Gadchiroli,859,2021,51.43,40.76,52.84,32.07,54.84,58.73,58.36,48.73,34.78,53.54,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,48,Gondiya,853,2021,64.83,54.63,68.24,45.73,66.31,70.11,72.97,64.18,48.03,71.79,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,37,Hingoli,889,2021,70.07,56.4,69.73,48.68,71.47,72.82,74.85,60.83,42.67,69.74,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,44,Jalgaon,1063,2021,65.99,52.34,70.01,43.65,70.22,69.63,73.34,60.32,43.96,71.31,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,42,Jalna,987,2021,64.81,53.54,67.34,37.06,65.43,70.22,68.49,61.53,43.36,69.3,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,41,Kolhapur,1027,2021,74.7,55.52,75.97,44.16,76.99,76.56,77.86,65.89,58.89,77.75,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,46,Latur,947,2021,63.14,50.57,66.23,36.8,62.62,68.09,68.99,55.83,45,65.53,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,39,Mumbai (Suburban),1039,2021,59.77,48.33,61.39,43.44,60.61,65.8,64.76,48.76,45,60.52,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,19,Mumbai II,426,2021,77.34,63.27,76.4,65.57,75.73,82.66,75.81,51.25,55.55,75.95,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,53,Nagpur,1058,2021,60,49.28,61.13,40.78,62.38,67.76,65.54,56.59,45.12,61.78,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,46,Nanded,1011,2021,64.68,51.41,65.9,44.66,67.51,70.01,72.57,58.24,45.04,67.95,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,41,Nandurbar,855,2021,68.01,52.17,71.16,43.13,70.45,71,72.4,60.32,43.23,70.71,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,49,Nashik,1236,2021,71.92,54.65,70.97,52.21,70.69,75.95,76.08,65.41,48.32,73.54,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,44,Osmanabad,1003,2021,63.2,48.59,71.16,41.12,72.56,67.87,69.46,58.89,46.45,69.83,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,47,Palghar,1086,2021,65.95,54,68.18,49.87,66.17,64.23,70.66,59.25,44.48,68.44,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,42,Parbhani,977,2021,66.12,53.36,65.75,53.83,73.33,66.25,72.53,63.07,42.86,72.11,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Chhattisgarh,3,57,Baster,711,2017,,,,,,,,,,,70.49,65.37,,,,,,,,,,,,,2017,"Calendar Year (Jan - Dec), 2017"
Maharashtra,3,50,Pune,1328,2021,68.79,52.64,70.77,51.46,71.18,72.58,70.55,61.63,52.63,70.73,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,49,Raigarh (Maharashtra),1114,2021,69.16,53.28,72.95,52.09,70.78,76.91,76.52,61.12,49.93,75.4,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,53,Ratnagiri,925,2021,74.14,54.42,79.03,47.91,77.86,76.32,76.13,70.49,59.5,77.26,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,45,Sangli,998,2021,70.73,57.43,76.86,45.26,77.03,76.96,76.51,65.58,54.85,75.07,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,46,Satara,972,2021,71.55,43.76,70.37,42.34,70.92,71.28,69.05,61.06,52.71,71.27,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,51,Sindhudurg,755,2021,73.73,56.67,79.88,49.71,77.26,79.15,76.51,66.88,58.55,78.76,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,47,Solapur,1119,2021,75.37,60.19,79.75,46.18,77.2,82.23,81.7,69.84,58.45,81,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,42,Thane,1018,2021,67.49,51.84,69.58,49.57,69.06,73.67,71.55,58.59,50.07,71.77,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,52,Wardha,1101,2021,62.29,53.63,66.23,47.63,67.64,67.64,68.08,59.82,44.08,66.38,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,41,Washim,916,2021,69.05,53.53,65.45,41.91,69.94,72.99,75.38,60.63,48.41,67.67,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Maharashtra,3,46,Yavatmal,946,2021,59.83,48.23,61.7,40.4,59.82,66.91,66.69,53.53,40.08,63.64,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,39,Bishnupur,621,2021,62.07,48.43,67.45,60.7,61.97,73.05,69.19,48.17,47.71,61.3,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,36,Chandel,341,2021,69.65,51.21,67.62,66.19,63.95,75.48,73.71,51.55,37.27,67.51,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,47,Churachandpur,694,2021,65.87,49.91,68.51,59.97,61.77,74.19,70.67,49.75,42,70.56,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,49,Imphal East,618,2021,62.86,48.26,67.9,52.26,60.06,73.66,64.08,50.29,43.94,63.44,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,45,Imphal West,606,2021,73.6,61.28,73.93,64.35,70.28,77.78,72.77,60.67,51.64,69.46,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,23,Jiribam,339,2021,68.68,52.59,69.84,62.78,60.37,73.42,80.28,57.89,46.64,70.99,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,27,Kakching,329,2021,61.92,47.71,62.74,48.42,53.73,71.51,54.55,48.89,41.49,55.08,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,31,Kamjong,228,2021,80.56,60.34,74.9,73.47,77.92,80.34,83.9,72.49,55.28,79.71,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,52,Kangpokpi,729,2021,73.08,52.29,72.09,68.79,70.5,75.71,70.91,56.77,47.73,72.26,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,34,Noney,284,2021,71.33,52.45,74.39,71.11,71.32,71.7,76.52,59.22,52.44,69.74,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,35,Pherzawl,353,2021,67.51,49.72,69.72,67.16,67.59,74.73,72.84,49.4,42.33,60.9,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,39,Senapati,641,2021,76.15,55.57,76.3,77.66,78.18,77.04,77.78,62.79,47.36,79.86,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,36,Tamenglong,520,2021,67.21,51.57,71.1,59.07,61.37,69.89,70.22,58.96,47.72,67.61,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,29,Tengnoupal,330,2021,65.66,49.33,69.37,58.26,67.5,72.3,74.92,51.2,48.44,66.84,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,42,Thoubal,626,2021,66.96,46.06,64.83,62.52,63.29,70.08,69.47,56.78,39.11,58.21,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Manipur,3,33,Ukhrul,523,2021,69.73,54.36,69.32,67.66,66.35,69.26,73.04,57.16,48.18,66.35,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,49,East Garo Hills,833,2021,47.74,36.42,46.75,40.14,51.86,50.3,48.03,38.21,33.47,42.94,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,51,East Jaintia Hills,800,2021,57.02,45.53,56.95,53.43,56.26,56.62,60.75,45.36,38.98,57.52,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,55,East Khasi Hills,903,2021,63.14,49.08,67.63,58.26,63.27,66.41,67.41,50.13,43.53,65.92,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,58,North Garo Hills,794,2021,47.29,31.88,49.75,39.73,50.95,50.68,49.29,37.05,31.47,42.61,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,54,Ri Bhoi,869,2021,54.33,44.2,59.36,49.67,52.88,56.53,60.87,44.83,33.89,53.65,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,58,South Garo Hills,731,2021,46.4,32.33,48.8,41.33,54.2,53.33,54.56,38.05,31.68,47.28,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,55,South West Garo Hills,618,2021,45.63,33.98,43.69,33.59,46.31,48.54,46.44,38.78,29.45,37.65,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Bihar,3,35,Araria,847,2021,,,,,,,,,,,51.41,44.65,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,60,South West Khasi Hills,915,2021,51.49,41.25,51.7,47.75,53.47,51.58,52.71,43.44,35.69,48.7,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,53,West Garo Hills,921,2021,56,41.45,55.53,44.72,58.65,59.59,59.08,44.86,38.1,51.33,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Meghalaya,3,49,West Jaintia Hills,896,2021,49.47,40.61,52.47,44.52,48.15,51.52,55.37,41.63,34.41,51.57,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,37,Aizawl,548,2021,63.6,53.06,68.87,53.93,64.98,72.79,65.57,44.58,41.83,64.91,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,33,Champhai,464,2021,66.17,58.68,69.33,62.39,58.61,67.63,65.53,51.47,46.81,67.87,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,27,Kolasib,446,2021,58.74,51.28,68.28,55.2,60.15,76.64,70.54,51.59,43.68,64.6,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,31,Lawngtlai,403,2021,65.56,51.1,70.77,63.04,62.48,74.63,76.5,56.09,44.31,65.98,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,37,Lunglei,369,2021,57.59,46.62,65.12,52.79,56.32,66.34,59.31,45.79,44.55,61.49,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,33,Mamit,492,2021,72.66,58.76,81.36,70.16,69.12,80.14,84.45,68.46,55.71,80.31,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,23,Saiha,292,2021,75.62,53.69,75.5,70.09,75.59,73.71,81.78,58.72,42.41,77.05,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Mizoram,3,29,Serchhip,311,2021,56.38,47.93,60.03,48.89,57.96,69.49,60.33,48.81,37.88,59.35,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,32,Dimapur,619,2021,59.72,43.76,61.71,48.21,62.69,67.68,65.81,43.87,39.75,63.08,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,23,Kiphire,371,2021,49.14,41.81,50.61,44.15,41.26,46.59,48.42,34.31,29.87,40.74,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,28,Kohima,484,2021,68.56,59.06,70.99,55.87,68.47,78.35,73.8,52.46,49.43,75.39,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,27,Longleng,316,2021,66.99,49.95,70.07,62.77,61.57,67.73,70.48,48.49,38.26,68.17,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,36,Mokokchung,464,2021,77.47,61.32,80.51,67.65,77.03,82.23,79.24,56.42,53.69,84.96,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,31,Mon,598,2021,62.68,39.44,58.82,51.73,56.94,63.46,64.94,42.24,35.76,58.85,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,27,Peren,480,2021,52.57,36.73,52.01,49.51,51.5,60.14,57.28,39.57,35.92,51.44,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,33,Phek,486,2021,70.33,44.26,66.79,60.6,64.17,71.08,71.65,54.59,44.58,69.76,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,31,Tuensang,577,2021,61.18,41.85,57.65,48.45,52.94,60.54,60.03,46.25,38.07,52.56,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,28,Wokha,357,2021,65.36,48.63,67.48,62.53,69.35,73.9,72.97,49.42,46.44,75.27,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Nagaland,3,31,Zunheboto,297,2021,71.23,47.6,73.66,63.07,67.88,71.29,76.23,54.42,43.9,73.91,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,39,Angul,748,2021,69.99,60.21,74.5,58.45,57.3,74.28,73.18,58.86,52.53,72.71,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,47,Balasore,735,2021,66.98,56.35,73.27,59.92,53.44,74.07,77.32,57.34,49.73,68.46,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,39,Baragarh,718,2021,66.05,59.64,74.55,56.49,54.55,68.16,77.67,57.05,47.31,68.56,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,50,Bhadrak,877,2021,63.23,57.15,70.46,55.26,55.82,68.65,73.82,56.63,49.53,66.94,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,38,Bolangir,706,2021,57.77,45.43,63.8,49.99,50.93,59.56,60.73,47.48,38.79,56.23,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,39,Boudh,511,2021,52.62,48.66,53.51,46.52,42.79,50.82,62.15,46.1,31.08,51.06,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,48,Cuttack,887,2021,68.04,64.75,74.6,61.89,57.46,75.86,78.87,60.17,56.66,76.17,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,38,Deogarh,545,2021,60.38,46.24,63.5,40.4,52.07,59.67,69.24,50.96,43.67,63.52,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
Odisha,3,35,Dhenkanal,667,2021,65.61,59.74,71.46,58.5,60.19,65.55,76.11,57.79,45.41,68.93,,,,,,,,,,,,,,,2021,"Calendar Year (Jan - Dec), 2021"
